Extended Area Surcharge Listing
"EFFECTIVE JANUARY 5, 2004"

"An Extended Area Surcharge applies to UPS Worldwide Express Plus, "
"UPS Worldwide Express, and UPS Worldwide Expedited shipments to all"
the destinations and from certain origins listed in the following chart.

Locate the destination or origin country.  Locate the Postal Code or City.
"If the Postal Code or City is not listed, ""All Other Points"" applies."

"If ""YES"" is indicated in the ""Extended Area Surcharge"" column next to the"
"destination, a surcharge applies to your export shipment."

"If ""YES"" is indicated in the ""Extended Area Surcharge"" column AND "
"an asterisk is shown next to the origin, a surcharge applies to your import shipment."

"If a surcharge applies, add $20 or $.20 per pound (whichever is greater) to the ",,,
charges for your shipment.,,,

"Note: In the Extended Area Surcharge postal code listings for France, Guatemala, ",,,
"and Spain, some programs may drop the leading zeros.  For example, 6260 ",,,
should actually read as 06260.,,,

Destination,,,Extended Area
Country,Postal Codes,Cities,Surcharge

Jamaica,,MT REGALE,Yes
Jamaica,,MT ROSSER,Yes
Jamaica,,MUIRTON,Yes
Jamaica,,MYERSVILLE,Yes
Jamaica,,NEW EDEN,Yes
Jamaica,,NEW HOPE,Yes
Jamaica,,NEW PERA,Yes
Jamaica,,NEW WORKS,Yes
Jamaica,,NEW YARMOUTH,Yes
Jamaica,,NEWELL,Yes
Jamaica,,NEWPORT,Yes
Jamaica,,NINE MILE,Yes
Jamaica,,NOLAND HILL,Yes
Jamaica,,NONSUCH,Yes
Jamaica,,NORRIS,Yes
Jamaica,,NORTHAMPTON,Yes
Jamaica,,NUTT'S RIVER,Yes
Jamaica,,OLD ENGLAND,Yes
Jamaica,,OLD HOPE,Yes
Jamaica,,OLD PERA,Yes
Jamaica,,ORACABESSA,Yes
Jamaica,,ORANGE BAY,Yes
Jamaica,,ORANGE VALLEY,Yes
Jamaica,,ORCHARD,Yes
Jamaica,,OSBORNE STORE,Yes
Jamaica,,PALM,Yes
Jamaica,,PALMETTO GROVE,Yes
Jamaica,,PARADISE,Yes
Jamaica,,PARK,Yes
Jamaica,,PARNASSUS,Yes
Jamaica,,PEAR TREE RIVER,Yes
Jamaica,,PEDRO CROSS,Yes
Jamaica,,PEMBROKE HALL,Yes
Jamaica,,PENNANTS,Yes
Jamaica,,PEPPER,Yes
Jamaica,,PETERSFIELD,Yes
Jamaica,,PHILADELPHIA,Yes
Jamaica,,PHILLIPSFIELD,Yes
Jamaica,,PHOENIX PARK,Yes
Jamaica,,PLEASANT HILL,Yes
Jamaica,,PLOWDEN,Yes
Jamaica,,POMFRET,Yes
Jamaica,,PONDICHERRY,Yes
Jamaica,,PONDSIDE,Yes
Jamaica,,POOR MANS CORNER,Yes
Jamaica,,PORT ANTONIO,Yes
Jamaica,,PORT KAISER,Yes
Jamaica,,PORT MARIA,Yes
Jamaica,,PORT MORANT,Yes
Jamaica,,PORTLAND CAVE,Yes
Jamaica,,PRIESTMAN'S RIVER,Yes
Jamaica,,PROSPECT,Yes
Jamaica,,PROVIDENCE,Yes
Jamaica,,QUAW HILL,Yes
Jamaica,,QUEEN,Yes
Jamaica,,QUEENHYTHE,Yes
Jamaica,,RABYS CORNER,Yes
Jamaica,,RACE COURSE,Yes
Jamaica,,RAMBLE,Yes
Jamaica,,REACH,Yes
Jamaica,,RED HILLS,Yes
Jamaica,,REDWOOD,Yes
Jamaica,,REFUGE,Yes
Jamaica,,RESTSTORE,Yes
Jamaica,,RETREAT,Yes
Jamaica,,REVIVAL,Yes
Jamaica,,RICHMOND,Yes
Jamaica,,RICHMOND HILL,Yes
Jamaica,,RICHMOND PARK,Yes
Jamaica,,RIO HOE,Yes
Jamaica,,RIO MAGNO,Yes
Jamaica,,RISING SUN,Yes
Jamaica,,RIVERHEAD,Yes
Jamaica,,RIVERSDALE,Yes
Jamaica,,ROADSIDE,Yes
Jamaica,,ROCK,Yes
Jamaica,,ROCK HALL,Yes
Jamaica,,ROCK RIVER,Yes
Jamaica,,ROCKFORT,Yes
Jamaica,,ROSEWELL,Yes
Jamaica,,ROYAL FLAT,Yes
Jamaica,,ROZELLE,Yes
Jamaica,,RUNAWAY BAY,Yes
Jamaica,,RURAL HILL,Yes
Jamaica,,RUSSELL PEN,Yes
Jamaica,,SALT GUT,Yes
Jamaica,,SALTSPRING JUNCTION,Yes
Jamaica,,SANDSIDE,Yes
Jamaica,,SANDY GROUND,Yes
Jamaica,,SAN SAN BAY,Yes
Jamaica,,SANTA CRUZ,Yes
Jamaica,,SAVANNA LA MAR,Yes
Jamaica,,SAXHAM,Yes
Jamaica,,SCOTTS HALL,Yes
Jamaica,,SEA AIR,Yes
Jamaica,,SEAFORT,Yes
Jamaica,,SEAFORTH,Yes
Jamaica,,SEDBURGH,Yes
Jamaica,,SERGE ISLAND,Yes
Jamaica,,SHEFFIELD,Yes
Jamaica,,SHENTON,Yes
Jamaica,,SHERWOOD FOREST,Yes
Jamaica,,SHOOTERS HILL,Yes
Jamaica,,SIGN,Yes
Jamaica,,SKULL POINT,Yes
Jamaica,,SOUTHFIELD,Yes
Jamaica,,SPALDINGS,Yes
Jamaica,,SPECULATION,Yes
Jamaica,,SPRING GARDEN,Yes
Jamaica,,ST ANDREW,Yes
Jamaica,,STOKES HALL,Yes
Jamaica,,STOKESFIELD,Yes
Jamaica,,STONES HOPE,Yes
Jamaica,,STURGE TOWN,Yes
Jamaica,,SUMMERFIELD,Yes
Jamaica,,SUTTONS,Yes
Jamaica,,SWIFT RIVER,Yes
Jamaica,,TEMPLE HALL,Yes
Jamaica,,TOBOLSKI,Yes
Jamaica,,TOLL GATE,Yes
Jamaica,,TOMS RIVER,Yes
Jamaica,,TOP HILL,Yes
Jamaica,,TORRINGTON,Yes
Jamaica,,TRANQUILITY,Yes
Jamaica,,TREASURE BEACH,Yes
Jamaica,,TRINITY,Yes
Jamaica,,TROUT HALL,Yes
Jamaica,,TRYALL,Yes
Jamaica,,TULLOCH,Yes
Jamaica,,UPTON,Yes
Jamaica,,VERNAMFIELD,Yes
Jamaica,,WAKEFIELD,Yes
Jamaica,,WALDERSTON,Yes
Jamaica,,WALKERS WOOD,Yes
Jamaica,,WATCHWELL,Yes
Jamaica,,WATER VALLEY,Yes
Jamaica,,WATERFORD,Yes
Jamaica,,WEST LACOVIA,Yes
Jamaica,,WHEELERFIELD,Yes
Jamaica,,WHITE HORSES,Yes
Jamaica,,WHITEFIELD HILL,Yes
Jamaica,,WHITEHALL CROSS,Yes
Jamaica,,WHITEHOUSE,Yes
Jamaica,,WHITHORN,Yes
Jamaica,,WHITNEY TURN,Yes
Jamaica,,WILLIAMSFIELD,Yes
Jamaica,,WILMINGTON,Yes
Jamaica,,WILTON,Yes
Jamaica,,WINDSOR,Yes
Jamaica,,WINDSOR CASTLE,Yes
Jamaica,,WOODHALL,Yes
Jamaica,,WOODSIDE,Yes
Jamaica,,YALLAHS,Yes
Jamaica,,YS,Yes
Jamaica,All Other Points,,

Japan,0000000-0099999,,Yes
Japan,0400000-0999999,,Yes
Japan,7600000-9099999,,Yes
Japan,All Other Points,,

Kazakhstan,000000-479999,,Yes
Kazakhstan,480101-999999,,Yes
Kazakhstan,All Other Points,,

Malaysia,02501-04999,,Yes
Malaysia,06661-06999,,Yes
Malaysia,07001-07999,,Yes
Malaysia,08101-08399,,Yes
Malaysia,08401-08599,,Yes
Malaysia,08601-08999,,Yes
Malaysia,09011-09399,,Yes
Malaysia,09401-09599,,Yes
Malaysia,09601-09999,,Yes
Malaysia,16151-19999,,Yes
Malaysia,21611-22999,,Yes
Malaysia,23001-23999,,Yes
Malaysia,24301-24999,,Yes
Malaysia,26251-26599,,Yes
Malaysia,26700-27599,,Yes
Malaysia,27601-27999,,Yes
Malaysia,28001-28399,,Yes
Malaysia,28401-28599,,Yes
Malaysia,28601-28699,,Yes
Malaysia,28701-29999,,Yes
Malaysia,31651-31749,,Yes
Malaysia,31951-31999,,Yes
Malaysia,32801-32999,,Yes
Malaysia,33701-33999,,Yes
Malaysia,34901-34999,,Yes
Malaysia,35901-35999,,Yes
Malaysia,36101-36399,,Yes
Malaysia,36401-36699,,Yes
Malaysia,36801-39999,,Yes
Malaysia,44501-44999,,Yes
Malaysia,72000-72999,,Yes
Malaysia,73001-74999,,Yes
Malaysia,76500-76999,,Yes
Malaysia,77001-77199,,Yes
Malaysia,77201-77299,,Yes
Malaysia,77401-77999,,Yes
Malaysia,78301-79999,,Yes
Malaysia,82201-82999,,Yes
Malaysia,83800-83999,,Yes
Malaysia,85011-85299,,Yes
Malaysia,85301-85999,,Yes
Malaysia,86500-86999,,Yes
Malaysia,87009-87999,,Yes
Malaysia,89851-89999,,Yes
Malaysia,90001-91099,,Yes
Malaysia,91101-91199,,Yes
Malaysia,91201-91299,,Yes
Malaysia,91301-92999,,Yes
Malaysia,96801-96999,,Yes
Malaysia,97001-97999,,Yes
Malaysia,98701-98850,,Yes
Malaysia,All Other Points,,

Mexico,27800-27890,,Yes
Mexico,31680,,Yes
Mexico,31940,,Yes
Mexico,33980,,Yes
Mexico,38500,,Yes
Mexico,38900,,Yes
Mexico,45430,,Yes
Mexico,45930,,Yes
Mexico,47000-47095,,Yes
Mexico,47180,,Yes
Mexico,47600-47698,,Yes
Mexico,47800-47900,,Yes
Mexico,48990,,Yes
Mexico,49200,,Yes
Mexico,49270,,Yes
Mexico,60600-60699,,Yes
Mexico,72844,,Yes
Mexico,73200,,Yes
Mexico,73310,,Yes
Mexico,75020,,Yes
Mexico,79650,,Yes
Mexico,81820,,Yes
Mexico,83700,,Yes
Mexico,84200-84279,,Yes
Mexico,84620,,Yes
Mexico,87500,,Yes
Mexico,90460,,Yes
Mexico,92300-92390,,Yes
Mexico,92500-92510,,Yes
Mexico,93550,,Yes
Mexico,93570,,Yes
Mexico,93590,,Yes
Mexico,93600,,Yes
Mexico,93620,,Yes
Mexico,All Other Points,,

Moldova,0000-2000,,Yes
Moldova,2003,,Yes
Moldova,2010-2011,,Yes
Moldova,2013-2014,,Yes
Moldova,2016-2018,,Yes
Moldova,2022,,Yes
Moldova,2027,,Yes
Moldova,2030,,Yes
Moldova,2034,,Yes
Moldova,2037,,Yes
Moldova,2040-2041,,Yes
Moldova,2046,,Yes
Moldova,2053-2057,,Yes
Moldova,2061,,Yes
Moldova,2063,,Yes
Moldova,2065-2066,,Yes
Moldova,2074,,Yes
Moldova,2076-9999,,Yes
Moldova,All Other Points,,

Nepal,00000-44600,,Yes
Nepal,44618-99999,,Yes
Nepal,All Other Points,,

Netherlands,1790-1797,,Yes
Netherlands,4500-4589,,Yes
Netherlands,8880-8899,,Yes
Netherlands,9160-9166,,Yes
Netherlands,All Other Points,,

New Zealand,0000-0999,,Yes
New Zealand,1893-2000,,Yes
New Zealand,2002-2189,,Yes
New Zealand,2192-2999,,Yes
New Zealand,3003-5300,,Yes
New Zealand,5302-5999,,Yes
New Zealand,6471-8000,,Yes
New Zealand,8153-8299,,Yes
New Zealand,8301-9000,,Yes
New Zealand,9002-9499,,Yes
New Zealand,9503-9999,,Yes
New Zealand,All Other Points,,

Northern Mariana Islands,,ROTA,Yes
Northern Mariana Islands,,TINIAN,Yes
Northern Mariana Islands,All Other Points,,

Norway,1477-1499,,Yes
Norway,1643-1660,,Yes
Norway,1664-1699,,Yes
Norway,1711-1999,,Yes
Norway,2022-2024,,Yes
Norway,2028-2039,,Yes
Norway,2041-2299,,Yes
Norway,2320,,Yes
Norway,2322-2324,,Yes
Norway,2330-2599,,Yes
Norway,2607,,Yes
Norway,2610,,Yes
Norway,2612,,Yes
Norway,2616-2617,,Yes
Norway,2622-2625,,Yes
Norway,2627-2999,,Yes
Norway,3059-3079,,Yes
Norway,3082-3099,,Yes
Norway,3251-3999,,Yes
Norway,4070-4087,,Yes
Norway,4098-4999,,Yes
Norway,5099-5140,,Yes
Norway,5165-5220,,Yes
Norway,5228-5230,,Yes
Norway,5233-5234,,Yes
Norway,5237,,Yes
Norway,5240-5242,,Yes
Norway,5245-5252,,Yes
Norway,5255-5256,,Yes
Norway,5258-9999,,Yes
Norway,All Other Points,,

Pakistan,,ABBAS NAGAR,Yes
Pakistan,,ABDUL HAKIM,Yes
Pakistan,,ADD SHAIWALA,Yes
Pakistan,,AHMED NAGAR,Yes
Pakistan,,AHMEDPUR EAST,Yes
Pakistan,,AKHORA KHATTAK,Yes
Pakistan,,ALI CHAK,Yes
Pakistan,,ALI PUR,Yes
Pakistan,,ALI PUR CHATTA,Yes
Pakistan,,ALLAHBAD,Yes
Pakistan,,AMAN ABAD,Yes
Pakistan,,AMAN GARH,Yes
Pakistan,,AMRA KALAN,Yes
Pakistan,,ARIFWALA,Yes
Pakistan,,BADRASHI,Yes
Pakistan,,BAGH DADA,Yes
Pakistan,,BALA KOT,Yes
Pakistan,,BALANO,Yes
Pakistan,,BALITANG,Yes
Pakistan,,BANNU,Yes
Pakistan,,BATKHELA,Yes
Pakistan,,BHAIPHERU,Yes
Pakistan,,BHAKKAR,Yes
Pakistan,,BHALWAL,Yes
Pakistan,,BHAN SAEEDABAD,Yes
Pakistan,,BHARWAK,Yes
Pakistan,,BHIMBER,Yes
Pakistan,,BHOWANA,Yes
Pakistan,,CHAK JAMAL,Yes
Pakistan,,CHAK JHUMRA,Yes
Pakistan,,CHALLIANWALA,Yes
Pakistan,,CHARSADDA,Yes
Pakistan,,CHASHMA,Yes
Pakistan,,CHAWINDA,Yes
Pakistan,,CHICHAWATNI,Yes
Pakistan,,CHISHTIAN,Yes
Pakistan,,CHOHA SAIDAN SHAH,Yes
Pakistan,,CHONIAN,Yes
Pakistan,,CHOWAH SAIDAN,Yes
Pakistan,,CHOWK AZAM,Yes
Pakistan,,CHOWK KHALSA,Yes
Pakistan,,CHOWK MATLA,Yes
Pakistan,,CHOWK PINDORI,Yes
Pakistan,,CHUNIAN,Yes
Pakistan,,D.I.KHAN,Yes
Pakistan,,DANDOT,Yes
Pakistan,,DARGAI,Yes
Pakistan,,DARYA KHAN,Yes
Pakistan,,DASKA,Yes
Pakistan,,DAULAT PUR,Yes
Pakistan,,DEPAL PUR,Yes
Pakistan,,DERA ADDA,Yes
Pakistan,,DERA BUKHAH,Yes
Pakistan,,DERA GHAZI KHAN,Yes
Pakistan,,DERA ISMAIL KHAN,Yes
Pakistan,,DERA MURAD JAMALI,Yes
Pakistan,,DERA NAWAB SAHEB,Yes
Pakistan,,DIGREE,Yes
Pakistan,,DINA,Yes
Pakistan,,DINGA,Yes
Pakistan,,DIPALPUR,Yes
Pakistan,,DUNYA PUR,Yes
Pakistan,,DURRA ADAM KHEL,Yes
Pakistan,,FAROOQABAD,Yes
Pakistan,,FATEH PUR,Yes
Pakistan,,FEROZE WATTAN,Yes
Pakistan,,GADOON AMAZAI,Yes
Pakistan,,GAGGO MANDI,Yes
Pakistan,,GAMBET,Yes
Pakistan,,GARI HABIBULLAH,Yes
Pakistan,,GHAKKAR MANDI,Yes
Pakistan,,GHAZI,Yes
Pakistan,,GHORGUSHTI,Yes
Pakistan,,GILGIT,Yes
Pakistan,,GOJRA,Yes
Pakistan,,GUDDU,Yes
Pakistan,,HANGU,Yes
Pakistan,,HASIL PUR,Yes
Pakistan,,HAVELIAN,Yes
Pakistan,,HAZO,Yes
Pakistan,,HAZROO,Yes
Pakistan,,HEAD MARALA,Yes
Pakistan,,ISSAKHEL,Yes
Pakistan,,JACOBABAD,Yes
Pakistan,,JAHANGIRA,Yes
Pakistan,,JAJA ABASIN,Yes
Pakistan,,JAMPUR,Yes
Pakistan,,JAMRUD,Yes
Pakistan,,JANDLIANWALA,Yes
Pakistan,,JANPUR,Yes
Pakistan,,JAUHARABAD,Yes
Pakistan,,JEHANGIRA,Yes
Pakistan,,JEHANIAN,Yes
Pakistan,,JING,Yes
Pakistan,,KABIRWALA,Yes
Pakistan,,KAHRORPACCA,Yes
Pakistan,,KAHUTA,Yes
Pakistan,,KALAT,Yes
Pakistan,,KALHORA,Yes
Pakistan,,KALLAR SAIDIAN,Yes
Pakistan,,KALOOR KOT,Yes
Pakistan,,KAMAL PUR MOOSA,Yes
Pakistan,,KAMBER ALI KHAN,Yes
Pakistan,,KANDH KOT,Yes
Pakistan,,KANDIARO,Yes
Pakistan,,KANJO,Yes
Pakistan,,KARAK,Yes
Pakistan,,KARAM PUR,Yes
Pakistan,,KASHMORE,Yes
Pakistan,,KAZI AHMED,Yes
Pakistan,,KHAIRPUR NATHAN,Yes
Pakistan,,KHALLABUT,Yes
Pakistan,,KHAN ABAD,Yes
Pakistan,,KHAN BELA,Yes
Pakistan,,KHAN DANDOT,Yes
Pakistan,,KHAWAJA GUNG,Yes
Pakistan,,KHIDWAR WALA,Yes
Pakistan,,KHUHRA,Yes
Pakistan,,KHUSHAB,Yes
Pakistan,,KHUSHAL KOT,Yes
Pakistan,,KHUZDAR,Yes
Pakistan,,KOT RADHA KRISHAN,Yes
Pakistan,,KOTLA,Yes
Pakistan,,KOTLILOHARAN,Yes
Pakistan,,KUMBH,Yes
Pakistan,,KUNDIAN,Yes
Pakistan,,KUNJAH,Yes
Pakistan,,KUNRI,Yes
Pakistan,,LAL SWARA,Yes
Pakistan,,LALA RUKH,Yes
Pakistan,,LALIAN,Yes
Pakistan,,LAWRENCE PUR,Yes
Pakistan,,LAYYAH,Yes
Pakistan,,MACHI GOTH,Yes
Pakistan,,MADINA,Yes
Pakistan,,MAHMOOD KOT,Yes
Pakistan,,MAILSI,Yes
Pakistan,,MAKLI,Yes
Pakistan,,MALIKWAL,Yes
Pakistan,,MAMUN KANJAN,Yes
Pakistan,,MANDRA,Yes
Pakistan,,MANGI MANDI,Yes
Pakistan,,MANGOWAL,Yes
Pakistan,,MANKI WALA,Yes
Pakistan,,MASTOI,Yes
Pakistan,,MATLI,Yes
Pakistan,,MEHAR,Yes
Pakistan,,MEHRAB PUR,Yes
Pakistan,,MIANWALI,Yes
Pakistan,,MIRAH,Yes
Pakistan,,MORO,Yes
Pakistan,,MURID WALA,Yes
Pakistan,,MURIDKEY,Yes
Pakistan,,MURREE,Yes
Pakistan,,NASEER ABAD,Yes
Pakistan,,NAUDERO,Yes
Pakistan,,NAUSHERO FEROZ,Yes
Pakistan,,NEW SAEED ABAD,Yes
Pakistan,,NOONA WALI,Yes
Pakistan,,NOOR KOT,Yes
Pakistan,,NOORI ABAD,Yes
Pakistan,,NOWSHERO FEROZ,Yes
Pakistan,,PADIDAN,Yes
Pakistan,,PANJAN KISANA,Yes
Pakistan,,PHALIA,Yes
Pakistan,,PHOOL NAGAR,Yes
Pakistan,,PIND DADAN KHAN,Yes
Pakistan,,PIR MAHAL,Yes
Pakistan,,QALANDAR ABAD,Yes
Pakistan,,QILA DEEDAR SINGH,Yes
Pakistan,,QUAIDABAD,Yes
Pakistan,,RAHWALI,Yes
Pakistan,,RAJAN PUR,Yes
Pakistan,,RAJANA,Yes
Pakistan,,RANGOO,Yes
Pakistan,,RANIPUR,Yes
Pakistan,,RASOOL NAGAR,Yes
Pakistan,,RATTO KERO,Yes
Pakistan,,SKRDU,Yes
Pakistan,,RAWAT,Yes
Pakistan,,SAGRI,Yes
Pakistan,,SAKRAND,Yes
Pakistan,,SAMBERYAL,Yes
Pakistan,,SAMUNDRI,Yes
Pakistan,,SANGHAR,Yes
Pakistan,,SANGHI,Yes
Pakistan,,SANGLA HILL,Yes
Pakistan,,SANGOTI,Yes
Pakistan,,SANJWAL,Yes
Pakistan,,SARAI CHEEMA,Yes
Pakistan,,SAROKE,Yes
Pakistan,,SEHWAN SHARIF,Yes
Pakistan,,SHADIWAL,Yes
Pakistan,,SHAH,Yes
Pakistan,,SHAH KOT,Yes
Pakistan,,SHAH PUR SADDAR,Yes
Pakistan,,SHAHDAD KOT,Yes
Pakistan,,SHAKARGARH,Yes
Pakistan,,SHAMSABAD,Yes
Pakistan,,SHANKIARI,Yes
Pakistan,,SHEDANI SHARIF,Yes
Pakistan,,SHEHDAD PUR,Yes
Pakistan,,SHEIKHUPURA,Yes
Pakistan,,SHEMER,Yes
Pakistan,,SHUJAHABAD,Yes
Pakistan,,SIBI,Yes
Pakistan,,SIKANDARABAD,Yes
Pakistan,,SOHAWA,Yes
Pakistan,,TAKHT BAI,Yes
Pakistan,,TALA WALA,Yes
Pakistan,,TALAGANG,Yes
Pakistan,,TALHAR,Yes
Pakistan,,TALL,Yes
Pakistan,,TANDA,Yes
Pakistan,,TANDLIAN WALA,Yes
Pakistan,,TANDO ALLAYAR,Yes
Pakistan,,TANDO JAM,Yes
Pakistan,,TANDO OHD KHAN,Yes
Pakistan,,TANK,Yes
Pakistan,,TARIQ ABAD,Yes
Pakistan,,TAUNSA SHARIF,Yes
Pakistan,,THATTA,Yes
Pakistan,,THULL,Yes
Pakistan,,TIBA SULTAN PUR,Yes
Pakistan,,TOPI,Yes
Pakistan,,TORU,Yes
Pakistan,,UBARO,Yes
Pakistan,,UGOKI,Yes
Pakistan,,USTAMOHD,Yes
Pakistan,,VEHARI,Yes
Pakistan,,WARBUTTON,Yes
Pakistan,,WARRAN,Yes
Pakistan,,YAZMAN MANDI,Yes
Pakistan,,ZAHIRPIR,Yes
Pakistan,All Other Points,,

Panama,,AGUA DULCE,Yes
Panama,,ALANJE,Yes
Panama,,BAMBITO,Yes
Panama,,BOCAS DEL TORO,Yes
Panama,,BOQUETE,Yes
Panama,,CERRO PUNTA,Yes
Panama,,CHILIBRE,Yes
Panama,,CHORRERA,Yes
Panama,,COCLE,Yes
Panama,,CONCEPCION,Yes
Panama,,CONTADORA,Yes
Panama,,DOLEGA,Yes
Panama,,GUALACA,Yes
Panama,,LAS TABLAS,Yes
Panama,,LOS SANTOS,Yes
Panama,,PENONOME,Yes
Panama,,PORTOBELLO,Yes
Panama,,PUERTO ARMUELLES,Yes
Panama,,PUERTO OBALDIA,Yes
Panama,,REMEDIOS,Yes
Panama,,SAN PABLO,Yes
Panama,,VOLCAN,Yes
Panama,All Other Points,,

Peru,,AMAZONAS,Yes
Peru,,ANCASH,Yes
Peru,,APURIMAC,Yes
Peru,,AYACUCHO,Yes
Peru,,CAJAMARCA,Yes
Peru,,CAMANA,Yes
Peru,,CANTA,Yes
Peru,,CERRO DE PASCO,Yes
Peru,,CHACHAPOYAS,Yes
Peru,,CHACHAPOYAS,Yes
Peru,,CHICLAYO,Yes
Peru,,CHIMBOTE,Yes
Peru,,CHOSICA,Yes
Peru,,CUAJONE,Yes
Peru,,CUZCO,Yes
Peru,,HUANCAVELICA,Yes
Peru,,HUANCAYO,Yes
Peru,,HUANUCO,Yes
Peru,,HUARAZ,Yes
Peru,,ICA,Yes
Peru,,ILO,Yes
Peru,,JAUJASTED CITIES,Yes
Peru,,JUNIN,Yes
Peru,,LA LIBERTAD,Yes
Peru,,LA OROYA,Yes
Peru,,LAMBAYEQUE,Yes
Peru,,LURIN,Yes
Peru,,MADRE DE DIOS,Yes
Peru,,MATUCANA,Yes
Peru,,MOLLOBAMBA,Yes
Peru,,MOQUEGUA,Yes
Peru,,NAZCASTED CITIES,Yes
Peru,,PISCO,Yes
Peru,,PIURA,Yes
Peru,,PUCALLPA,Yes
Peru,,PUCUSANA,Yes
Peru,,PUENTE DEPIEDRA,Yes
Peru,,PUERTO MALDONADO,Yes
Peru,,PUNTA HERMOSA,Yes
Peru,,PUNTA NEGRA,Yes
Peru,,SAN BARTOLO,Yes
Peru,,SAN MARTIN,Yes
Peru,,SANTA MARIA,Yes
Peru,,SANTA ROSA,Yes
Peru,,TACNA,Yes
Peru,,TALARA,Yes
Peru,,TARAPOTO,Yes
Peru,,TARMA,Yes
Peru,,TINGO MARIA,Yes
Peru,,TOQUE PALA,Yes
Peru,,TUMBES,Yes
Peru,,YURIMAGUAS,Yes
Peru,All Other Points,,

Philippines,2100-2104,,Yes
Philippines,2107-2114,,Yes
Philippines,2201-2208,,Yes
Philippines,2210-2213,,Yes
Philippines,2402,,Yes
Philippines,2405,,Yes
Philippines,2407-2427,,Yes
Philippines,2429,,Yes
Philippines,2431-2434,,Yes
Philippines,2436-2447,,Yes
Philippines,2500-2520,,Yes
Philippines,2603-2625,,Yes
Philippines,2700-2733,,Yes
Philippines,2800-2826,,Yes
Philippines,2902-2905,,Yes
Philippines,2907-2915,,Yes
Philippines,2917-2922,,Yes
Philippines,3111-3116,,Yes
Philippines,3118,,Yes
Philippines,3120-3133,,Yes
Philippines,3200-3207,,Yes
Philippines,3300-3336,,Yes
Philippines,3400-3405,,Yes
Philippines,3500-3528,,Yes
Philippines,3600-3610,,Yes
Philippines,3700-3714,,Yes
Philippines,3800-3814,,Yes
Philippines,3900-3905,,Yes
Philippines,4001-4002,,Yes
Philippines,4004-4015,,Yes
Philippines,4017-4021,,Yes
Philippines,4202-4205,,Yes
Philippines,4207-4211,,Yes
Philippines,4213-4214,,Yes
Philippines,4218-4230,,Yes
Philippines,4232,,Yes
Philippines,4300,,Yes
Philippines,4302-4322,,Yes
Philippines,4324-4342,,Yes
Philippines,4406-4417,,Yes
Philippines,4419-4430,,Yes
Philippines,4432-4436,,Yes
Philippines,4502,,Yes
Philippines,4504-4510,,Yes
Philippines,4512,,Yes
Philippines,4514-4517,,Yes
Philippines,4601-4612,,Yes
Philippines,4700-4715,,Yes
Philippines,4801-4810,,Yes
Philippines,4900-4905,,Yes
Philippines,5001-5046,,Yes
Philippines,5100-5111,,Yes
Philippines,5200-5214,,Yes
Philippines,5301-5312,,Yes
Philippines,5314-5322,,Yes
Philippines,5401-5421,,Yes
Philippines,5501-5508,,Yes
Philippines,5510-5516,,Yes
Philippines,5601-5616,,Yes
Philippines,5700-5717,,Yes
Philippines,5801-5816,,Yes
Philippines,6002-6013,,Yes
Philippines,6017-6044,,Yes
Philippines,6047-6053,,Yes
Philippines,6101-6132,,Yes
Philippines,6201-6205,,Yes
Philippines,6207-6215,,Yes
Philippines,6217-6230,,Yes
Philippines,6301-6347,,Yes
Philippines,6401-6423,,Yes
Philippines,6501-6540,,Yes
Philippines,6542-6550,,Yes
Philippines,6601-6617,,Yes
Philippines,6702-6725,,Yes
Philippines,6801-6822,,Yes
Philippines,7001-7015,,Yes
Philippines,7017-7042,,Yes
Philippines,7101-7124,,Yes
Philippines,7200-7215,,Yes
Philippines,7300-7306,,Yes
Philippines,7400-7416,,Yes
Philippines,7500-7509,,Yes
Philippines,8001,,Yes
Philippines,8003-8015,,Yes
Philippines,8100-8120,,Yes
Philippines,8200-8210,,Yes
Philippines,8301-8310,,Yes
Philippines,8312-8318,,Yes
Philippines,8401-8427,,Yes
Philippines,8500-8513,,Yes
Philippines,8600-8611,,Yes
Philippines,8701-8723,,Yes
Philippines,9001-9013,,Yes
Philippines,9015-9025,,Yes
Philippines,9100-9104,,Yes
Philippines,9201-9222,,Yes
Philippines,9300-9321,,Yes
Philippines,9400-9417,,Yes
Philippines,9501-9405,,Yes
Philippines,9507-9517,,Yes
Philippines,9601-9618,,Yes
Philippines,9701-9706,,Yes
Philippines,9708-9716,,Yes
Philippines,9800-9811,,Yes
Philippines,All Other Points,,

Poland,06000-19999,,Yes
Poland,21000-29999,,Yes
Poland,32000-39999,,Yes
Poland,41000-49999,,Yes
Poland,55000-59999,,Yes
Poland,62000-69999,,Yes
Poland,72000-79999,,Yes
Poland,82000-84999,,Yes
Poland,86000-87099,,Yes
Poland,87113-89999,,Yes
Poland,95000-99999,,Yes
Poland,All Other Points,,

Portugal,0000000-0999999,,Yes
Portugal,5001000-5999999,,Yes
Portugal,6441000-7999999,,Yes
Portugal,9000000-9999999,,Yes
Portugal,All Other Points,,

Puerto Rico,00765,,Yes
Puerto Rico,00775,,Yes
Puerto Rico,All Other Points,,

Romania,0000-6999,,Yes
Romania,7001-9999,,Yes
Romania,All Other Points,,

Russia,000000-100999,,Yes
Russia,130000-142789,,Yes
Russia,142791-189999,,Yes
Russia,198323,,Yes
Russia,198325,,Yes
